node_id,lat,lon,degree_centrality,betweenness_centrality,closeness_centrality,street_count
2301395324,3.874504,11.43259,0.000229,0.01504,2.8e-05,3
2301395329,3.8745429,11.432476,0.000229,0.015002,2.8e-05,3
2301395341,3.874587,11.4343903,0.000229,7.6e-05,2.8e-05,3
2301395343,3.8745803,11.4323446,0.000229,0.014929,2.8e-05,3
2301395365,3.8746605,11.4395162,0.000305,7.8e-05,2.9e-05,4
2301395376,3.8746958,11.4382071,7.6e-05,0.0,2.8e-05,1
2301395399,3.8747248,11.4336824,0.000229,7.6e-05,2.8e-05,3
2301395407,3.8747643,11.4317438,0.000305,0.014403,2.8e-05,4
2301395414,3.8747929,11.4455995,0.000229,0.038792,3.3e-05,3
2301395425,3.8748372,11.4343583,7.6e-05,0.0,2.8e-05,1
2301395428,3.8747837,11.4345766,7.6e-05,0.0,2.8e-05,1
2301395431,3.874864,11.4313294,0.000229,0.014026,2.7e-05,3
2301395439,3.8749546,11.4404241,0.000305,0.000231,3e-05,4
2301395440,3.8752065,11.4333318,7.6e-05,0.0,2.7e-05,1
2301395448,3.874964,11.4336708,7.6e-05,0.0,2.7e-05,1
2301395451,3.8750114,11.4324488,0.000229,0.000457,2.7e-05,3
2301395456,3.8749918,11.4401633,7.6e-05,0.0,2.9e-05,1
2301395477,3.8753336,11.4477405,0.000229,0.038923,3.4e-05,3
2301395487,3.8754347,11.4318129,0.000229,0.000268,2.7e-05,3
2301395489,3.8752775,11.4499595,0.000229,0.002708,3.6e-05,3
2301395500,3.875714,11.4371098,0.000229,0.00726,2.8e-05,3
2301395504,3.8759371,11.4382857,7.6e-05,0.0,2.8e-05,1
2301395526,3.8760352,11.435553,0.000229,0.0,2.7e-05,3
2301395538,3.8761559,11.4328106,0.000229,0.000419,2.7e-05,3
2301395542,3.876284,11.4319445,7.6e-05,0.0,2.6e-05,1
2301395544,3.8762489,11.4394292,0.000229,4.2e-05,2.9e-05,3
2301395545,3.8762033,11.4491034,0.000229,0.002556,3.4e-05,3
2301395552,3.8758543,11.4338067,0.000229,7.6e-05,2.6e-05,3
2301395557,3.8763016,11.4328603,0.000229,0.000305,2.7e-05,3
2301395568,3.8763833,11.4315379,0.000229,0.000191,2.6e-05,3
2301395576,3.8766523,11.4315493,0.000229,7.7e-05,2.6e-05,3
2301395597,3.8770759,11.4331494,0.000229,0.000153,2.6e-05,3
2301395602,3.877227,11.4332351,0.000229,7.6e-05,2.6e-05,3
2301395603,3.8772285,11.4323373,0.000229,3.8e-05,2.6e-05,3
2301395605,3.8772087,11.4485326,0.000229,0.000334,3.3e-05,3
2301395609,3.8773402,11.43151,7.6e-05,0.0,2.6e-05,1
2301395627,3.8778487,11.449221,7.6e-05,0.0,3.2e-05,1
2301395630,3.8778269,11.4361395,0.000229,0.007185,2.6e-05,3
2301395638,3.878416,11.435857,0.000229,0.007035,2.6e-05,3
2301395651,3.8786156,11.4368846,0.000229,0.000153,2.5e-05,3
2301395657,3.8786911,11.4356684,0.000229,0.006807,2.5e-05,3
2301395678,3.8795841,11.4353029,0.000229,0.006737,2.5e-05,3
2301395695,3.879892,11.4360053,0.000229,7.6e-05,2.4e-05,3
2301395696,3.8798147,11.4498438,7.6e-05,0.0,3.4e-05,1
2301395701,3.879987,11.4471365,0.000229,0.000184,3e-05,3
2301395711,3.8806061,11.4326017,0.000229,0.000189,2.3e-05,3
2301395716,3.880166,11.4499344,0.000229,0.000153,3.5e-05,3
2301395726,3.8802854,11.4377669,7.6e-05,0.0,2.4e-05,1
2301395736,3.8810236,11.4316857,0.000229,7.6e-05,2.2e-05,3
2301395749,3.880661,11.434329,0.000229,0.004521,2.4e-05,3
2301395754,3.8806395,11.449654,7.6e-05,0.0,3.4e-05,1
2301395755,3.8806629,11.449914,0.000229,7.6e-05,3.4e-05,3
2301395768,3.8809692,11.4339616,0.000229,0.00437,2.4e-05,3
2301395777,3.8812476,11.4499243,7.6e-05,0.0,3.4e-05,1
2301395779,3.8812704,11.4336144,0.000229,0.003915,2.4e-05,3
2301395786,3.8815781,11.4333391,0.000229,0.003824,2.3e-05,3
2301395797,3.881908,11.4320348,0.000305,0.00371,2.3e-05,4
2301395826,3.8831273,11.4501956,7.6e-05,0.0,3.4e-05,1
2301395832,3.8835753,11.44949,7.6e-05,0.0,3e-05,1
2301395838,3.8837082,11.4499984,7.6e-05,0.0,3.3e-05,1
2301395840,3.8837496,11.449202,0.000229,3.8e-05,3e-05,3
2301395861,3.8818626,11.4500705,7.6e-05,0.0,3.4e-05,1
2301395877,3.8840827,11.4387246,0.000305,0.000114,2.3e-05,4
2301395899,3.8845995,11.4397475,0.000229,0.00015,2.4e-05,3
2301395909,3.8854939,11.441255,0.000229,0.000448,2.5e-05,3
2301395917,3.8856463,11.4404385,0.000229,0.000372,2.5e-05,3
2301395921,3.8857556,11.439883,0.000305,0.000337,2.5e-05,4
2301395926,3.8868052,11.4494816,7.6e-05,0.0,3.2e-05,1
2301395929,3.8874162,11.4496572,7.6e-05,0.0,3.3e-05,1
2301395940,3.8894599,11.4499325,0.000229,7.6e-05,3.1e-05,3
2301395947,3.8897905,11.4496327,0.000229,0.002767,3.1e-05,3
2301395954,3.8898489,11.4498675,0.000229,0.002919,3.2e-05,3
2301395970,3.8900948,11.4493164,0.000229,0.002691,3.1e-05,3
2301395977,3.8905878,11.4491755,0.000229,0.002596,3e-05,3
2301395983,3.8913504,11.448594,0.000229,0.002558,3e-05,3
2301395988,3.8912229,11.449459,0.000229,0.000204,3e-05,3
2301396007,3.8921647,11.4487182,0.000229,0.0,2.9e-05,3
2301396009,3.8916094,11.4496603,0.000229,4.1e-05,3e-05,3
2301396019,3.8917517,11.4489325,0.000229,1.2e-05,3e-05,3
2301396025,3.8918162,11.4469063,0.000229,0.000115,2.8e-05,3
2301396027,3.8920971,11.4494712,0.000229,0.000182,3e-05,3
2301396031,3.8921887,11.4494068,0.000229,0.000144,3e-05,3
2301396039,3.8924553,11.4492643,0.000229,4e-05,3e-05,3
2301396061,3.8952588,11.4511985,0.000229,0.000679,3.1e-05,3
2301396064,3.8932036,11.4494041,0.000229,1e-06,2.9e-05,3
2301396076,3.893504,11.4493746,0.000229,0.000114,2.9e-05,3
2301396107,3.8939496,11.4493176,0.000229,0.000227,3e-05,3
2301396131,3.894731,11.4503288,0.000229,0.000341,3e-05,3
2301396139,3.8948622,11.4489419,0.000229,0.0,2.9e-05,3
2301396143,3.8948299,11.4493464,0.000229,3.8e-05,2.9e-05,3
2301396204,3.8967065,11.448641,0.000229,0.000114,2.9e-05,3
2301396272,3.8979402,11.4498789,0.000229,0.00023,3.1e-05,3
2301396392,3.898852,11.449386,0.000229,3.8e-05,3e-05,3
2301396422,3.8992992,11.4499297,0.000229,0.00042,3.1e-05,3
2301396440,3.899534,11.4498257,0.000229,0.000305,3.1e-05,3
2301396464,3.8999266,11.4496943,0.000229,7.6e-05,3e-05,3
2301396470,3.8999363,11.4497474,0.000229,0.000267,3e-05,3
2301396478,3.900114,11.4499596,0.000229,0.000114,3e-05,3
2301396483,3.9001661,11.4495455,7.6e-05,0.0,3e-05,1
2301396484,3.9002378,11.4498723,7.6e-05,0.0,3e-05,1
2301396547,3.9005638,11.4493247,7.6e-05,0.0,2.8e-05,1
2301396552,3.9011706,11.4493471,7.6e-05,0.0,2.8e-05,1
2301396569,3.9030333,11.4492546,0.000153,3.8e-05,2.8e-05,3
2301823775,3.8991919,11.5284004,0.000229,0.000153,4e-05,3
2305438231,3.9629051,11.5181711,0.000229,0.000222,1.1e-05,3
2305438234,3.962983,11.51751,0.000229,7.4e-05,1.1e-05,3
2305438249,3.9632373,11.5176538,0.000229,3.7e-05,1.1e-05,3
2306080575,3.962131,11.5159422,0.000229,0.000617,1.1e-05,3
2307017615,3.8469088,11.4590578,7.6e-05,0.0,3.4e-05,1
2307017691,3.8477137,11.458751,0.000229,0.000912,3.4e-05,3
2307053439,3.8488482,11.4587443,7.6e-05,0.0,3.4e-05,1
2307462659,3.7887324,11.5086705,7.6e-05,0.0,3.2e-05,1
2307676629,3.8998733,11.5066636,7.6e-05,0.0,3.9e-05,1
2307897333,3.8449127,11.4581294,0.000229,0.000242,3.3e-05,3
2308946136,3.8763908,11.4802756,0.000229,0.000332,3.9e-05,3
2308950299,3.8912023,11.4740815,0.000229,7.6e-05,3.3e-05,3
2308950301,3.8928978,11.4741883,7.6e-05,0.0,3.3e-05,1
2308967333,3.8742612,11.4124949,0.000153,7.6e-05,2.2e-05,3
2308967335,3.8742786,11.4260817,0.000229,0.008195,2.6e-05,3
2308967338,3.8747978,11.4245468,0.000229,0.00782,2.5e-05,3
2308967344,3.8753925,11.4146816,0.000229,0.002417,2.2e-05,3
2308967360,3.8780907,11.4171834,0.000229,0.002603,2.3e-05,3
2309019895,3.9270044,11.4964883,0.000229,0.001289,1.4e-05,3
2309020118,3.9281872,11.4975169,0.000305,0.000303,1.4e-05,4
2309020233,3.9286688,11.4892557,0.000229,0.000909,1.1e-05,3
2309041839,3.7494011,11.4837724,0.000229,0.0,2.5e-05,3
2309543201,3.845556,11.4572415,7.6e-05,0.0,3.3e-05,1
2309543278,3.8455204,11.4577756,7.6e-05,0.0,3.3e-05,1
2309543449,3.8466759,11.4584644,7.6e-05,0.0,3.3e-05,1
2309543494,3.8461628,11.4569126,0.000229,0.003357,3.3e-05,3
2309543509,3.846173,11.4568668,0.000229,0.003382,3.3e-05,3
2309543662,3.8467503,11.4569557,7.6e-05,0.0,3.3e-05,1
2309543794,3.8464791,11.4562578,0.000305,0.005916,3.3e-05,4
2309543797,3.8467329,11.4560198,0.000229,0.005337,3.3e-05,3
2309543849,3.8471751,11.4562332,0.000305,0.005898,3.3e-05,4
2309543902,3.847759,11.4555811,0.000229,0.00012,3.3e-05,3
2309543919,3.847114,11.4550039,0.000229,0.005299,3.3e-05,3
2309543929,3.8484837,11.4561674,0.000229,0.000226,3.3e-05,3
2309543952,3.8473361,11.454666,0.000229,0.005223,3.3e-05,3
2309543972,3.8472471,11.4584864,7.6e-05,0.0,3.4e-05,1
2309543977,3.8474913,11.4545372,7.6e-05,0.0,3.3e-05,1
2309544189,3.8483468,11.4567757,0.000305,0.006137,3.4e-05,4
2309544803,3.8479197,11.4585496,0.000229,0.00092,3.4e-05,3
2309545039,3.8482776,11.4582914,0.000229,0.000935,3.4e-05,3
2309545068,3.8481013,11.4577829,7.6e-05,0.0,3.4e-05,1
2309545554,3.8485821,11.459045,7.6e-05,0.0,3.4e-05,1
2309545724,3.8486074,11.4557953,0.000229,9.7e-05,3.3e-05,3
2309545793,3.8492242,11.4563781,7.6e-05,0.0,3.3e-05,1
2309546066,3.8500967,11.4573397,0.000229,0.007016,3.4e-05,3
2316480742,3.8912695,11.5117916,0.000229,0.000547,4.1e-05,3
2316491481,3.8939152,11.5054573,0.000229,0.000153,4e-05,3
2316493343,3.8880944,11.5033547,0.000229,0.000175,4.1e-05,3
2316493344,3.8871724,11.503477,0.000229,0.007958,4.2e-05,3
2316493345,3.8887648,11.5055723,0.000229,0.001142,4.1e-05,3
2316493352,3.8885246,11.5043317,0.000229,0.000125,4.1e-05,3
2316493353,3.8888959,11.5052021,0.000229,0.000345,4.1e-05,3
2316493354,3.8875117,11.5034875,0.000229,0.001018,4.2e-05,3
2316493356,3.8880115,11.5045537,0.000305,0.000834,4.2e-05,4
2316493453,3.8881385,11.5070837,0.000305,7.6e-05,4.1e-05,4
2316493455,3.8882148,11.5055837,0.000229,0.001123,4.1e-05,3
2316493456,3.8882095,11.5062046,0.000305,0.000382,4.2e-05,4
2316494478,3.8896432,11.5045966,0.000229,0.000305,4.1e-05,3
2316494487,3.8906835,11.5041085,0.000229,0.000114,4e-05,3
2316494488,3.8893716,11.5039408,0.000229,0.000114,4e-05,3
2316494839,3.8910193,11.5047133,7.6e-05,0.0,4e-05,1
2316494840,3.8907584,11.5032488,7.6e-05,0.0,4e-05,1
2316494843,3.8909645,11.5040293,0.000229,7.6e-05,4e-05,3
2316495422,3.8868842,11.5049212,0.000229,0.006901,4.2e-05,3
2316495428,3.8873077,11.5048407,0.000229,0.000103,4.2e-05,3
2316501140,3.8850568,11.5028096,0.000305,0.012614,4.3e-05,4
2316501141,3.8839734,11.5044041,0.000229,0.001841,4.3e-05,3
2316501143,3.8869862,11.5022071,0.000229,0.007975,4.2e-05,3
2316501145,3.884353,11.5034525,0.000229,0.013377,4.3e-05,3
2316501149,3.8847123,11.5031243,0.000229,0.012648,4.3e-05,3
2316501151,3.8856331,11.5034299,0.000229,9e-06,4.2e-05,3
2316501154,3.8847893,11.5039413,0.000305,0.000666,4.3e-05,4
2316501155,3.884128,11.5025465,0.000229,4e-05,4.3e-05,3
2316503350,3.8850651,11.5043914,0.000229,0.000562,4.2e-05,3
2316503363,3.8870747,11.504203,0.000229,0.00751,4.2e-05,3
2316518934,3.8836629,11.5051613,0.000229,5e-05,4.3e-05,3
2316518942,3.8831907,11.5075605,0.000305,0.000165,4.3e-05,4
2316518949,3.881363,11.5076034,7.6e-05,0.0,4.2e-05,1
2316518953,3.883072,11.5058398,0.000229,6.8e-05,4.3e-05,3
2316518961,3.8828374,11.5055394,0.000229,0.000158,4.3e-05,3
2316518963,3.8820426,11.5087017,7.6e-05,0.0,4.2e-05,1
2316518970,3.8825873,11.505195,0.000229,0.008989,4.3e-05,3
2316518974,3.8842632,11.5049191,0.000229,0.001854,4.3e-05,3
2316518978,3.8838469,11.5062908,0.000229,0.0,4.3e-05,3
2317685480,3.8458551,11.4578422,0.000305,0.003202,3.3e-05,4
2317685709,3.8460145,11.457378,0.000305,0.003212,3.3e-05,4
2317686670,3.8469796,11.4575028,7.6e-05,0.0,3.3e-05,1
2317687419,3.8480882,11.455334,0.000229,7.6e-05,3.3e-05,3
2317687492,3.8482898,11.4556379,7.6e-05,0.0,3.3e-05,1
2317687609,3.8482514,11.4555311,7.6e-05,0.0,3.3e-05,1
2317687769,3.8485603,11.4548003,7.6e-05,0.0,3.3e-05,1
2317688053,3.8479424,11.4577475,7.6e-05,0.0,3.4e-05,1
2317688743,3.8490179,11.4569634,0.000229,0.006057,3.4e-05,3
2317689225,3.8494106,11.4547705,7.6e-05,0.0,3.3e-05,1
2317689247,3.8499567,11.4553378,0.000229,8.5e-05,3.3e-05,3
2317689296,3.8499052,11.4548898,7.6e-05,0.0,3.3e-05,1
2321882500,3.833344,11.4970138,0.000229,0.000421,4e-05,3
2321882501,3.8335591,11.4970187,0.000229,0.00142,4e-05,3
2321882502,3.8336517,11.4996038,0.000229,0.000633,4e-05,3
2321882504,3.8336917,11.4989417,0.000305,0.001756,4e-05,4
2321882509,3.833905,11.4970375,0.000229,0.001316,4e-05,3
2321882513,3.8340147,11.5007168,0.000229,1.6e-05,4e-05,3
2321882514,3.8340044,11.4994895,0.000229,0.000633,4e-05,3
2321882517,3.8341036,11.4987215,0.000305,0.001981,4e-05,4
2321882532,3.8345823,11.4976093,0.000229,6e-06,4e-05,3
2321882533,3.8345726,11.4982875,0.000305,0.000413,4e-05,4
2321882534,3.8345713,11.5003138,0.000305,0.000483,4e-05,4
2321882544,3.8348624,11.499601,0.000229,0.00169,4e-05,3
2321882550,3.835027,11.4998209,0.000229,0.0022,4e-05,3
2321882554,3.8351267,11.4976718,0.000305,0.000681,4e-05,4
2321882555,3.835166,11.4999505,0.000229,0.002246,4e-05,3
2321882556,3.8351583,11.4991189,0.000229,6.1e-05,4e-05,3
2321882576,3.8353702,11.4989156,7.6e-05,0.0,4e-05,1
2321882584,3.8354271,11.4971106,0.000229,0.001926,4e-05,3
2321882591,3.8357429,11.5005028,0.000229,0.002185,4.1e-05,3
2321882611,3.8359495,11.4988192,0.000305,0.000755,4e-05,4
2321882615,3.8360313,11.5006659,0.000229,0.002214,4.1e-05,3
2321882636,3.8369987,11.4994404,0.000229,0.000393,4.1e-05,3
2321924626,3.8361961,11.4989379,0.000229,0.000722,4e-05,3
2321924628,3.8363223,11.4978572,0.000229,5.5e-05,4e-05,3
2321924631,3.8364574,11.4979212,0.000229,9.8e-05,4e-05,3
2321924637,3.8368617,11.4984373,0.000229,0.000428,4.1e-05,3
2321924641,3.8369275,11.4993973,0.000229,0.000373,4.1e-05,3
2321924652,3.8372256,11.4981017,7.6e-05,0.0,4e-05,1
2321924677,3.8381218,11.499314,7.6e-05,0.0,4.1e-05,1
2321924683,3.8389244,11.4971984,7.6e-05,0.0,4.1e-05,1
2321924695,3.8392344,11.4972444,0.000229,0.000493,4.2e-05,3
2321924697,3.8395929,11.4972987,0.000305,0.004023,4.2e-05,4
2321978164,3.897944,11.4903042,0.000305,0.020687,3.8e-05,4
2321978172,3.8980373,11.489899,0.000229,0.000357,3.8e-05,3
2321978259,3.8987664,11.4857294,0.000229,0.000293,3.6e-05,3
2321979066,3.9054431,11.4925591,0.000229,0.000566,2.7e-05,3
2322600010,3.7951984,11.4753752,0.000229,7.6e-05,3.2e-05,3
2322600017,3.7973894,11.479239,0.000229,0.00272,3.3e-05,3
2322600023,3.7975151,11.4774446,0.000305,0.002742,3.3e-05,4
2322600033,3.7981682,11.4806351,0.000229,0.002785,3.3e-05,3
2322600036,3.7982992,11.4784081,7.6e-05,0.0,3.3e-05,1
2322600038,3.7983127,11.4777115,0.000229,0.000181,3.3e-05,3
2322600044,3.7984915,11.4778049,0.000229,0.000149,3.3e-05,3
2322600045,3.798536,11.4771616,7.6e-05,0.0,3.3e-05,1
2322600047,3.7985792,11.4810925,0.000229,0.00286,3.3e-05,3
2322600048,3.7987138,11.4779191,0.000229,0.000106,3.3e-05,3
2322600052,3.7988361,11.4785753,7.6e-05,0.0,3.3e-05,1
2322600059,3.7989885,11.4815725,0.000229,0.002899,3.4e-05,3
2322600066,3.7991669,11.4781395,0.000305,0.000228,3.3e-05,4
2322600080,3.7993294,11.4750895,0.000229,0.002434,3.2e-05,3
2322600083,3.7994168,11.4776227,0.000229,3.8e-05,3.3e-05,3
2322600095,3.7999522,11.4770411,7.6e-05,0.0,3.2e-05,1
2322600096,3.7997774,11.4801571,7.6e-05,0.0,3.3e-05,1
2322600103,3.8003186,11.4781742,0.000229,0.002747,3.3e-05,3
2322600109,3.8006403,11.4758629,7.6e-05,0.0,3.2e-05,1
2322600110,3.8006941,11.4800206,0.000229,0.002838,3.4e-05,3
2322600117,3.8010802,11.4804911,0.000229,0.002908,3.4e-05,3
2322600122,3.8012078,11.4794872,0.000229,0.002737,3.3e-05,3
2322600125,3.8012459,11.4839852,0.000229,0.003123,3.4e-05,3
2322600134,3.8015517,11.4728004,0.000229,0.0017,3.2e-05,3
2322600139,3.8016313,11.477053,0.000229,0.002683,3.3e-05,3
2322600144,3.80167,11.4835223,0.000229,9.5e-05,3.4e-05,3
2322600145,3.8017843,11.484342,0.000229,0.003197,3.5e-05,3
2322600146,3.801733,11.4721459,0.000229,0.000834,3.2e-05,3
2322600158,3.8018956,11.4833697,0.000229,5.9e-05,3.4e-05,3
2322600162,3.8018655,11.4767057,0.000229,0.00343,3.3e-05,3
2322600165,3.8020519,11.4770647,0.000229,0.000102,3.3e-05,3
2322600168,3.8021639,11.4708243,0.000229,0.000721,3.2e-05,3
2322600172,3.8022783,11.4773097,0.000305,0.000137,3.3e-05,4
2322600174,3.8022978,11.4767811,7.6e-05,0.0,3.3e-05,1
2322600175,3.8024191,11.4844484,0.000229,0.003272,3.5e-05,3
2322600176,3.8024777,11.4830692,0.000229,0.002955,3.4e-05,3
2322600182,3.8027099,11.4823738,0.000229,9.4e-05,3.4e-05,3
2322600183,3.8027176,11.4831477,0.000229,0.00313,3.5e-05,3
2322600188,3.8028943,11.477869,0.000305,0.000456,3.3e-05,4
2322600189,3.8029147,11.4845697,0.000229,0.027006,3.5e-05,3
2322600190,3.8029759,11.4828693,0.000229,0.000112,3.4e-05,3
2322600196,3.8033861,11.4850322,0.000229,0.022329,3.5e-05,3
2322600198,3.8034277,11.4834084,0.000305,0.023921,3.5e-05,4
2322600210,3.8039856,11.4827371,0.000229,0.02121,3.5e-05,3
2322600212,3.8041232,11.4735782,0.000229,0.002874,3.3e-05,3
2322600224,3.8044038,11.4816299,0.000229,0.000127,3.4e-05,3
2322600229,3.8045578,11.4731199,0.000229,0.002925,3.3e-05,3
2322600238,3.8048266,11.4828256,7.6e-05,0.0,3.4e-05,1
2322600240,3.8048362,11.4819822,0.000305,0.021284,3.5e-05,4
2322600241,3.8048371,11.4837339,0.000229,0.000543,3.5e-05,3
2322600248,3.8049304,11.4835424,7.6e-05,0.0,3.5e-05,1
2322600252,3.8049192,11.4727943,0.000229,0.002878,3.3e-05,3
2322600257,3.8050839,11.4818396,0.000229,0.021169,3.5e-05,3
2322600271,3.8052365,11.4805551,0.000305,0.002958,3.4e-05,4
2322600278,3.8053373,11.4822066,7.6e-05,0.0,3.4e-05,1
2322600285,3.805483,11.4816481,0.000229,0.021144,3.5e-05,3
2322600287,3.8055326,11.4811379,7.6e-05,0.0,3.4e-05,1
2322600291,3.8057436,11.4803399,0.000229,0.000622,3.4e-05,3
2322600294,3.8057795,11.4804871,0.000305,0.002935,3.4e-05,4
2322600298,3.8065337,11.481018,0.000229,0.019837,3.5e-05,3
2322600305,3.8059014,11.4720433,0.000229,0.003032,3.3e-05,3
2322600312,3.8060579,11.481555,0.000229,0.021877,3.5e-05,3
2322600316,3.8062292,11.4803736,0.000229,0.020824,3.5e-05,3
2322600319,3.8062135,11.4813817,0.000229,0.021796,3.5e-05,3
2322600338,3.806414,11.4776566,7.6e-05,0.0,3.4e-05,1
2322600350,3.8068044,11.4773635,0.000229,0.001313,3.4e-05,3
2322600352,3.8068447,11.4719085,0.000305,0.002991,3.3e-05,4
2322600366,3.8069297,11.4799491,0.000229,0.020843,3.5e-05,3
2322600374,3.8071532,11.4778208,0.000305,0.00135,3.4e-05,4
2322600377,3.8071365,11.4798742,0.000229,0.0209,3.5e-05,3
2322600379,3.8072127,11.4709644,0.000229,0.002887,3.3e-05,3
2322600385,3.8073519,11.4798546,0.000229,0.02095,3.5e-05,3
2322600397,3.8074349,11.4781205,0.000229,0.000841,3.4e-05,3
2322600405,3.8077982,11.4785564,0.000229,0.000948,3.4e-05,3
2322600406,3.8076406,11.4816202,0.000229,0.00154,3.5e-05,3
2322600412,3.8077393,11.4784786,0.000229,0.000911,3.4e-05,3
2322600417,3.8077988,11.4824392,0.000229,0.001554,3.5e-05,3
2322600420,3.8078962,11.4826682,0.000229,0.001653,3.5e-05,3
2322600424,3.8081377,11.4836893,0.000229,0.001832,3.5e-05,3
2322600433,3.8082486,11.4840911,0.000229,0.000265,3.5e-05,3
2322600438,3.808403,11.4792652,0.000229,0.000962,3.5e-05,3
2322600442,3.8084139,11.4800266,0.000229,0.021886,3.5e-05,3
2322600448,3.8086112,11.4774579,0.000229,3.8e-05,3.4e-05,3
2322600460,3.8089222,11.4770629,7.6e-05,0.0,3.4e-05,1
2322600468,3.8095945,11.4822127,0.000229,0.002442,3.5e-05,3
2322600475,3.811529,11.4794173,0.000229,0.022238,3.5e-05,3
2322600477,3.8117578,11.4799733,0.000229,0.000894,3.5e-05,3
2322600479,3.8119149,11.4802858,0.000229,7.6e-05,3.5e-05,3
2322600485,3.8123696,11.4784398,0.000229,0.021369,3.5e-05,3
2322600490,3.8126138,11.4781354,0.000229,0.021872,3.5e-05,3
2322600492,3.8127265,11.477995,0.000229,0.021887,3.5e-05,3
2322600495,3.8129355,11.4801877,7.6e-05,0.0,3.4e-05,1
2322600499,3.8131595,11.4751663,0.000229,0.000226,3.4e-05,3
2322600510,3.8134962,11.4767267,0.000229,0.021448,3.5e-05,3
2322600515,3.814174,11.4776542,0.000305,2.5e-05,3.4e-05,4
2322600516,3.8141376,11.47606,0.000305,0.021714,3.5e-05,4
2322600525,3.8146571,11.4767425,0.000229,4.8e-05,3.4e-05,3
2322600526,3.8147653,11.4755151,0.000229,0.022641,3.5e-05,3
2322600529,3.8149377,11.477104,0.000305,0.000177,3.4e-05,4
2322600535,3.8153302,11.4754957,0.000229,0.021941,3.5e-05,3
2322600537,3.8154371,11.474001,0.000229,7.5e-05,3.5e-05,3
2322600538,3.8154577,11.4778272,0.000229,0.000137,3.5e-05,3
2322600542,3.8157726,11.4753767,0.000229,0.022132,3.5e-05,3
2322600554,3.8173888,11.4750687,0.000229,0.022298,3.5e-05,3
2322600561,3.8175877,11.4750302,0.000229,0.022207,3.5e-05,3
2322600562,3.8175644,11.4756209,7.6e-05,0.0,3.5e-05,1
2322600564,3.8176005,11.4729552,0.000229,7.6e-05,3.5e-05,3
2322600567,3.818352,11.4730036,7.6e-05,0.0,3.4e-05,1
2322600570,3.8180545,11.4717928,0.000229,3.8e-05,3.5e-05,3
2322600593,3.8187889,11.4732579,7.6e-05,0.0,3.5e-05,1
2322600594,3.8188169,11.4744374,0.000229,0.022411,3.5e-05,3
2322600597,3.8189548,11.4732998,0.000229,0.000416,3.5e-05,3
2322600606,3.8191818,11.4726731,0.000229,0.000451,3.5e-05,3
2322600609,3.8193045,11.4741311,0.000229,0.021212,3.6e-05,3
2322600613,3.8195244,11.4739931,0.000229,0.021489,3.6e-05,3
2322600619,3.8198802,11.4748335,0.000229,0.001952,3.6e-05,3
2322600622,3.8199594,11.4737202,0.000229,0.021487,3.6e-05,3
2322600628,3.8200738,11.4752006,0.000229,0.002972,3.6e-05,3
2322600640,3.8205605,11.4761415,0.000229,0.000355,3.6e-05,3
2322600641,3.8207286,11.4732474,0.000229,0.021677,3.6e-05,3
2322600642,3.8207659,11.4754923,0.000229,0.000372,3.6e-05,3
2322600645,3.8206773,11.4772854,7.6e-05,0.0,3.5e-05,1
2322600651,3.8208807,11.4750624,0.000229,0.001793,3.6e-05,3
2322600652,3.8208859,11.4738743,0.000229,0.000148,3.6e-05,3
2322600659,3.8211839,11.4728363,0.000229,0.02175,3.6e-05,3
2322600691,3.8222271,11.4775851,0.000229,0.000343,3.6e-05,3
2322600692,3.8222872,11.4746806,0.000229,0.002023,3.6e-05,3
2322600699,3.8225207,11.4772214,0.000305,0.000855,3.6e-05,4
2322600701,3.8226302,11.4722437,0.000229,0.031603,3.6e-05,3
2322600708,3.8228039,11.4766534,0.000229,0.000248,3.6e-05,3
2322600711,3.8227848,11.4730861,0.000229,0.004012,3.6e-05,3
2322600718,3.8231067,11.4742049,0.000305,0.00581,3.6e-05,4
2322600734,3.823831,11.4693323,0.000229,0.000579,3.5e-05,3
2322600743,3.8239387,11.4720138,0.000229,0.027764,3.6e-05,3
2322600751,3.8241588,11.4699116,0.000229,0.0001,3.6e-05,3
2322600756,3.8242966,11.473192,0.000229,0.000357,3.6e-05,3
2322600759,3.8243903,11.4718931,0.000229,0.027679,3.6e-05,3
2322600763,3.8245659,11.4736318,0.000229,0.000381,3.6e-05,3
2322600764,3.8245653,11.468983,0.000229,0.001665,3.5e-05,3
2322600777,3.825036,11.4734863,7.6e-05,0.0,3.6e-05,1
2322600791,3.8252681,11.4757019,7.6e-05,0.0,3.6e-05,1
2322600796,3.8253567,11.4682142,0.000229,0.000892,3.5e-05,3
2322600802,3.8257338,11.4685665,0.000229,0.000478,3.5e-05,3
2322600813,3.8261438,11.4752314,7.6e-05,0.0,3.6e-05,1
2322600824,3.8267896,11.4747732,0.000229,0.000338,3.6e-05,3
2322600825,3.8270438,11.4710194,0.000229,0.028169,3.7e-05,3
2322600829,3.8271776,11.4720312,0.000229,0.0001,3.6e-05,3
2322600836,3.8275419,11.4708906,0.000229,0.03143,3.7e-05,3
2322600844,3.8279491,11.4732429,0.000229,6.8e-05,3.6e-05,3
2322600847,3.827993,11.4735015,7.6e-05,0.0,3.6e-05,1
2322600849,3.8284207,11.4615923,0.000229,0.00067,3.4e-05,3
2322600850,3.8284859,11.4778118,0.000229,0.00031,3.7e-05,3
